parents,clones,t1,t2,t3
5950,5950,201,323,302
5951,5951,201,939,1735
5952,5952,201,814,1500
5953,5953,201,250,123
5954,5954,201,678,481
5955,5955,201,1826,2273
5956,5956,201,584,1490
5957,5957,201,1127,660
5958,5958,201,136,1585
5959,5959,201,1482,2282
5960,5960,191,908,1783
5961,5961,191,83,340
5962,5962,191,751,1141
5963,5963,191,303,274
5964,5964,191,52,94
5965,5965,191,261,698
5966,5966,191,908,1311
5967,5967,191,177,839
5968,5968,191,355,330
5969,5969,191,897,1094
5970,5970,191,438,887
5971,5971,191,918,1858
5972,5972,191,334,292
5973,5973,191,323,538
5974,5974,191,438,340
5975,5975,191,365,792
5976,5976,191,167,783
5977,5977,191,1127,924
5978,5978,191,553,934
5979,5979,191,1283,839
5980,5980,191,1429,2631
5981,5981,191,417,123
5982,5982,191,376,538
5983,5983,191,929,1386
5984,5984,191,104,57
5985,5985,191,313,1830
5986,5986,191,459,330
5987,5987,191,960,2018
5988,5988,191,459,500
5989,5989,191,783,1415
5990,5990,191,240,556
5991,5991,191,856,1500
5992,5992,191,428,1132
5993,5993,191,1356,1528
5994,5994,191,323,1962
5995,5995,191,198,877
5996,5996,191,303,321
5997,5997,191,365,566
5998,5998,191,699,1320
5999,5999,191,396,604
6000,6000,191,678,1962
6001,6001,191,1064,1434
6002,6002,191,261,453
6003,6003,191,1356,1141
6004,6004,191,376,245
6005,6005,191,240,217
6006,6006,191,793,1104
6007,6007,191,344,594
6008,6008,191,1012,2452
6009,6009,191,1064,1396
6010,6010,191,2921,3320
6011,6011,191,1732,3084
6012,6012,191,250,736
6013,6013,191,157,1188
6014,6014,191,1315,2735
6015,6015,191,741,1594
6016,6016,191,960,707
6017,6017,191,1335,2245
6018,6018,191,626,1339
6019,6019,191,793,472
6020,6020,191,136,490
6021,6021,191,282,1113
6022,6022,191,2953,6112
6023,6023,191,1075,2198
6024,6024,191,1701,1556
6025,6025,191,240,198
6026,6026,191,3026,6649
6027,6027,191,83,321
6028,6028,191,949,1037
6029,6029,182,991,1820
6030,6030,182,438,556
6031,6031,182,1335,2952
6032,6032,182,1847,4084
6033,6033,182,793,217
6034,6034,182,856,2188
6035,6035,182,459,556
6036,6036,182,313,1688
6037,6037,182,1085,2509
6038,6038,182,83,566
6039,6039,182,824,1179
6040,6040,182,636,651
6041,6041,182,918,1000
6042,6042,182,157,207
6043,6043,182,73,264
6044,6044,182,417,1443
6045,6045,182,647,943
6046,6046,182,584,1339
6047,6047,182,376,321
6048,6048,182,2149,1877
6049,6049,182,876,981
6050,6050,182,1972,5763
6051,6051,182,866,1613
6052,6052,182,1638,2452
6053,6053,182,2608,1858
6054,6054,182,3151,7187
6055,6055,182,376,1405
6056,6056,182,480,1415
6057,6057,182,887,1641
6058,6058,182,751,2594
6059,6059,182,803,641
6060,6060,182,2128,3273
6061,6061,182,136,943
6062,6062,182,323,773
6063,6063,182,83,104
6064,6064,182,2786,6206
6065,6065,182,1294,2245
6066,6066,182,1127,1679
6067,6067,182,532,490
6068,6068,182,876,1509
6069,6069,182,511,1151
6070,6070,182,647,717
6071,6071,182,42,274
6072,6072,182,177,245
6073,6073,182,334,736
6074,6074,182,230,28
6075,6075,182,1075,566
6076,6076,182,282,283
6077,6077,182,83,368
6078,6078,182,1409,3273
6079,6079,182,188,274
6080,6080,182,1002,1047
6081,6081,182,125,85
6082,6082,182,94,151
6083,6083,182,636,1528
6084,6084,182,803,1896
6085,6085,182,219,85
6086,6086,182,793,1009
6087,6087,182,960,556
6088,6088,182,501,1179
6089,6089,182,647,2594
6090,6090,182,313,877
6091,6091,182,1502,2150
6092,6092,182,563,283
6093,6093,182,563,330
6094,6094,182,303,481
6095,6095,182,1085,2877
6096,6096,182,709,641
6097,6097,182,803,368
6098,6098,182,1283,3197
6099,6099,182,1294,1179
6100,6100,182,157,1085
6101,6101,182,271,689
6102,6102,182,856,2264
6103,6103,182,470,245
6104,6104,182,3109,5386
6105,6105,182,146,641
6106,6106,182,626,1302
6107,6107,182,584,349
6108,6108,182,146,19
6109,6109,182,1054,1632
6110,6110,182,1482,2877
6111,6111,182,1367,3160
6112,6112,182,157,321
6113,6113,182,459,783
6114,6114,182,198,368
6115,6115,182,814,1424
6116,6116,182,1127,1575
6117,6117,182,386,170
6118,6118,182,626,141
6119,6119,182,1294,877
6120,6120,182,94,368
6121,6121,182,1325,689
6122,6122,182,657,1783
6123,6123,182,292,434
6124,6124,182,344,500
6125,6125,182,282,594
6126,6126,182,605,1056
6127,6127,182,668,566
6128,6128,182,470,236
6129,6129,182,1492,1113
6130,6130,182,1096,2056
6131,6131,182,1148,1368
6132,6132,182,344,538
6133,6133,182,1659,4159
6134,6134,182,856,509
6135,6135,182,616,1085
6136,6136,182,1252,2867
6137,6137,182,553,830
6138,6138,172,1795,1349
6139,6139,172,83,406
6140,6140,172,866,2235
6141,6141,172,647,2547
6142,6142,172,887,1603
6143,6143,172,83,236
6144,6144,172,563,1783
6145,6145,172,417,736
6146,6146,172,657,509
6147,6147,172,459,189
6148,6148,172,2170,2933
6149,6149,172,845,2603
6150,6150,172,856,783
6151,6151,172,647,1085
6152,6152,172,918,1141
6153,6153,172,449,1651
6154,6154,172,83,773
6155,6155,172,626,2896
6156,6156,172,1722,679
6157,6157,172,501,556
6158,6158,172,762,2443
6159,6159,172,428,1160
6160,6160,172,1169,2933
6161,6161,172,939,2735
6162,6162,172,574,500
6163,6163,172,157,811
6164,6164,172,344,556
6165,6165,172,1054,1019
6166,6166,172,1398,3792
6167,6167,172,1513,2669
6168,6168,172,42,660
6169,6169,172,177,151
6170,6170,172,125,830
6171,6171,172,1774,2132
6172,6172,172,1805,2122
6173,6173,172,1659,3056
6174,6174,172,94,915
6175,6175,172,626,377
6176,6176,172,438,217
6177,6177,172,720,830
6178,6178,172,355,1283
6179,6179,172,929,1104
6180,6180,172,480,377
6181,6181,172,647,905
6182,6182,172,376,349
6183,6183,172,230,179
6184,6184,172,198,387
6185,6185,172,115,113
6186,6186,172,334,160
6187,6187,172,323,1443
6188,6188,172,908,547
6189,6189,172,42,19
6190,6190,172,2775,7809
6191,6191,172,1033,2330
6192,6192,172,292,877
6193,6193,172,584,849
6194,6194,172,1262,2264
6195,6195,172,678,226
6196,6196,172,960,1915
6197,6197,172,595,1141
6198,6198,172,1169,3452
6199,6199,172,1148,1754
6200,6200,172,438,868
6201,6201,172,595,490
6202,6202,172,1137,2320
6203,6203,172,219,368
6204,6204,172,417,1915
6205,6205,172,407,38
6206,6206,172,720,566
6207,6207,172,678,1141
6208,6208,172,1461,1801
6209,6209,172,689,1085
6210,6210,172,678,1641
6211,6211,172,417,377
6212,6212,172,845,2047
6213,6213,172,803,1717
6214,6214,172,303,462
6215,6215,172,1899,2160
6216,6216,172,470,179
6217,6217,163,240,613
6218,6218,163,136,358
6219,6219,163,167,160
6220,6220,163,188,821
6221,6221,163,136,764
6222,6222,163,177,330
6223,6223,163,323,1009
6224,6224,163,563,1556
6225,6225,163,1596,1462
6226,6226,163,2076,5008
6227,6227,163,188,500
6228,6228,163,678,1009
6229,6229,163,73,340
6230,6230,163,2400,3179
6231,6231,163,334,2084
6232,6232,163,104,387
6233,6233,163,824,1160
6234,6234,163,386,1490
6235,6235,163,1064,632
6236,6236,163,574,594
6237,6237,163,595,1622
6238,6238,163,783,1688
6239,6239,163,584,1537
6240,6240,163,365,556
6241,6241,163,83,953
6242,6242,163,396,755
6243,6243,163,595,792
6244,6244,163,376,1349
6245,6245,163,313,1264
6246,6246,163,699,1349
6247,6247,163,240,632
6248,6248,163,3913,6168
6249,6249,163,1388,2075
6250,6250,163,616,962
6251,6251,163,939,1368
6252,6252,163,709,547
6253,6253,163,407,1302
6254,6254,163,438,321
6255,6255,163,1106,575
6256,6256,163,678,1585
6257,6257,163,396,641
6258,6258,163,125,453
6259,6259,163,1346,3028
6260,6260,163,553,85
6261,6261,163,136,141
6262,6262,163,344,632
6263,6263,163,1085,2424
6264,6264,163,929,1698
6265,6265,163,428,528
6266,6266,163,1022,443
6267,6267,163,574,1707
6268,6268,163,334,490
6269,6269,163,1148,2235
6270,6270,163,897,2603
6271,6271,163,177,311
6272,6272,163,177,160
6273,6273,163,271,1632
6274,6274,163,1106,1651
6275,6275,163,376,717
6276,6276,163,668,660
6277,6277,163,313,85
6278,6278,163,918,1830
6279,6279,163,1304,2424
6280,6280,163,73,189
6281,6281,163,428,1122
6282,6282,163,1189,1462
6283,6283,163,344,726
6284,6284,163,334,406
6285,6285,163,136,179
6286,6286,163,668,1792
6287,6287,163,1523,2962
6288,6288,163,104,528
6289,6289,163,678,1217
6290,6290,163,543,783
6291,6291,163,355,1688
6292,6292,163,355,566
6293,6293,163,344,915
6294,6294,163,918,1198
6295,6295,163,616,830
6296,6296,163,824,1170
6297,6297,163,1398,3971
6298,6298,163,563,858
6299,6299,163,563,821
6300,6300,163,115,292
6301,6301,163,344,1179
6302,6302,163,1795,2537
6303,6303,163,407,990
6304,6304,163,323,802
6305,6305,153,741,406
6306,6306,153,574,113
6307,6307,153,2264,4093
6308,6308,153,783,2386
6309,6309,153,292,75
6310,6310,153,209,340
6311,6311,153,501,1009
6312,6312,153,52,57
6313,6313,153,407,594
6314,6314,153,167,1462
6315,6315,153,292,415
6316,6316,153,459,415
6317,6317,153,313,283
6318,6318,153,355,1009
6319,6319,153,605,264
6320,6320,153,1628,2650
6321,6321,153,1127,2490
6322,6322,153,261,1981
6323,6323,153,167,689
6324,6324,153,334,1094
6325,6325,153,553,2188
6326,6326,153,313,1047
6327,6327,153,115,613
6328,6328,153,146,519
6329,6329,153,271,198
6330,6330,153,240,802
6331,6331,153,271,1452
6332,6332,153,709,1339
6333,6333,153,480,670
6334,6334,153,198,387
6335,6335,153,344,349
6336,6336,153,177,792
6337,6337,153,407,453
6338,6338,153,271,245
6339,6339,153,522,1037
6340,6340,153,605,528
6341,6341,153,219,566
6342,6342,153,918,1839
6343,6343,153,365,340
6344,6344,153,313,387
6345,6345,153,647,1245
6346,6346,153,83,1198
6347,6347,153,355,132
6348,6348,153,1398,2094
6349,6349,153,772,971
6350,6350,153,230,85
6351,6351,153,835,538
6352,6352,153,490,141
6353,6353,153,136,622
6354,6354,153,261,19
6355,6355,153,198,1179
6356,6356,153,1033,1188
6357,6357,153,271,490
6358,6358,153,699,1179
6359,6359,153,386,896
6360,6360,153,772,764
6361,6361,153,355,500
6362,6362,153,657,1462
6363,6363,153,83,236
6364,6364,153,376,736
6365,6365,153,543,1434
6366,6366,153,918,1075
6367,6367,153,709,575
6368,6368,153,1033,1217
6369,6369,153,209,839
6370,6370,153,1617,2113
6371,6371,153,1242,2056
6372,6372,153,1231,1830
6373,6373,153,793,566
6374,6374,153,699,1519
6375,6375,153,438,274
6376,6376,153,1012,2716
6377,6377,153,835,2603
6378,6378,153,230,104
6379,6379,153,1941,2688
6380,6380,153,532,2697
6381,6381,153,1711,1424
6382,6382,153,219,556
6383,6383,153,480,670
6384,6384,153,240,528
6385,6385,153,282,1405
6386,6386,153,709,1641
6387,6387,153,2494,2622
6388,6388,153,1169,1273
6389,6389,153,511,377
6390,6390,153,574,1132
6391,6391,153,636,1170
6392,6392,153,396,358
6393,6393,153,626,764
6394,6394,153,501,1924
6395,6395,153,960,905
6396,6396,153,772,1434
6397,6397,153,261,528
6398,6398,153,344,396
6399,6399,153,605,717
6400,6400,153,574,1151
6401,6401,153,2452,3094
6402,6402,153,407,915
6403,6403,153,595,905
6404,6404,153,386,519
6405,6405,153,1335,1641
6406,6406,153,1022,915
6407,6407,153,897,519
6408,6408,153,428,226
6409,6409,153,146,66
6410,6410,153,522,443
6411,6411,143,783,453
6412,6412,143,1669,1056
6413,6413,143,230,85
6414,6414,143,3339,3980
6415,6415,143,1054,3612
6416,6416,143,407,943
6417,6417,143,177,755
6418,6418,143,626,453
6419,6419,143,574,698
6420,6420,143,104,217
6421,6421,143,334,538
6422,6422,143,219,490
6423,6423,143,230,1094
6424,6424,143,438,651
6425,6425,143,689,858
6426,6426,143,657,1424
6427,6427,143,501,141
6428,6428,143,115,358
6429,6429,143,438,217
6430,6430,143,83,132
6431,6431,143,751,500
6432,6432,143,647,123
6433,6433,143,282,38
6434,6434,143,250,349
6435,6435,143,929,2584
6436,6436,143,136,472
6437,6437,143,1836,2311
6438,6438,143,292,481
6439,6439,143,1200,1264
6440,6440,143,2024,5338
6441,6441,143,636,1245
6442,6442,143,407,415
6443,6443,143,417,490
6444,6444,143,2003,2150
6445,6445,143,699,1170
6446,6446,143,929,2405
6447,6447,143,1054,1047
6448,6448,143,2483,3273
6449,6449,143,417,330
6450,6450,143,157,689
6451,6451,143,146,179
6452,6452,143,125,538
6453,6453,143,386,179
6454,6454,143,428,424
6455,6455,143,209,509
6456,6456,143,1054,5338
6457,6457,143,1116,1302
6458,6458,143,31,189
6459,6459,143,344,1603
6460,6460,143,876,1386
6461,6461,143,198,641
6462,6462,143,522,726
6463,6463,143,157,132
6464,6464,143,1461,1236
6465,6465,143,323,1339
6466,6466,143,699,1471
6467,6467,143,1273,1594
6468,6468,143,313,773
6469,6469,143,490,132
6470,6470,143,522,472
6471,6471,143,292,943
6472,6472,143,407,2169
6473,6473,143,574,443
6474,6474,143,94,764
6475,6475,143,292,802
6476,6476,143,751,726
6477,6477,143,1137,1226
6478,6478,143,344,462
6479,6479,143,52,217
6480,6480,143,1544,3141
6481,6481,143,1774,1415
6482,6482,143,240,283
6483,6483,143,240,104
6484,6484,143,323,1349
6485,6485,143,887,670
6486,6486,143,198,500
6487,6487,143,908,3716
6488,6488,143,605,2047
6489,6489,143,31,575
6490,6490,143,31,226
6491,6491,143,157,189
6492,6492,143,1002,1622
6493,6493,143,240,113
6494,6494,143,261,490
6495,6495,143,1169,915
6496,6496,143,94,877
6497,6497,143,376,538
6498,6498,143,2076,4320
6499,6499,143,63,189
6500,6500,143,876,1217
6501,6501,143,177,1490
6502,6502,143,303,519
6503,6503,143,334,1830
6504,6504,143,94,170
6505,6505,143,365,1056
6506,6506,143,334,698
6507,6507,143,866,3245
6508,6508,143,177,443
6509,6509,143,115,85
6510,6510,143,63,104
6511,6511,143,104,47
6512,6512,143,657,953
6513,6513,143,605,1519
6514,6514,143,177,868
6515,6515,143,1774,2273
6516,6516,143,344,509
6517,6517,143,897,1754
6518,6518,143,699,3188
6519,6519,143,772,1575
6520,6520,143,751,1877
6521,6521,143,762,622
6522,6522,134,803,2311
6523,6523,134,209,924
6524,6524,134,553,2273
6525,6525,134,1064,2037
6526,6526,134,136,160
6527,6527,134,146,302
6528,6528,134,146,75
6529,6529,134,1742,1962
6530,6530,134,209,198
6531,6531,134,1294,4348
6532,6532,134,783,1028
6533,6533,134,219,500
6534,6534,134,282,509
6535,6535,134,783,2000
6536,6536,134,563,905
6537,6537,134,261,773
6538,6538,134,167,670
6539,6539,134,146,47
6540,6540,134,355,953
6541,6541,134,981,1000
6542,6542,134,303,104
6543,6543,134,1513,2499
6544,6544,134,240,481
6545,6545,134,772,1981
6546,6546,134,1033,2103
6547,6547,134,52,887
6548,6548,134,157,415
6549,6549,134,313,1236
6550,6550,134,334,104
6551,6551,134,689,1047
6552,6552,134,709,839
6553,6553,134,1085,604
6554,6554,134,177,556
6555,6555,134,334,1547
6556,6556,134,230,1245
6557,6557,134,1158,2424
6558,6558,134,449,689
6559,6559,134,772,3292
6560,6560,134,866,2000
6561,6561,134,313,264
6562,6562,134,647,500
6563,6563,134,125,123
6564,6564,134,292,566
6565,6565,134,334,255
6566,6566,134,209,670
6567,6567,134,334,887
6568,6568,134,167,151
6569,6569,134,678,509
6570,6570,134,209,849
6571,6571,134,574,1217
6572,6572,134,1179,726
6573,6573,134,63,528
6574,6574,134,365,85
6575,6575,134,1022,2066
6576,6576,134,762,1037
6577,6577,134,240,132
6578,6578,134,657,538
6579,6579,134,323,302
6580,6580,134,689,839
6581,6581,134,271,1311
6582,6582,134,480,1170
6583,6583,134,240,896
6584,6584,134,167,38
6585,6585,134,939,990
6586,6586,134,501,641
6587,6587,134,532,962
6588,6588,134,751,217
6589,6589,134,282,28
6590,6590,134,2035,1415
6591,6591,134,83,113
6592,6592,134,511,1151
6593,6593,134,1002,783
6594,6594,134,365,1405
6595,6595,134,21,434
6596,6596,134,584,1056
6597,6597,134,198,641
6598,6598,134,866,1528
6599,6599,134,1012,2679
6600,6600,134,1690,2886
6601,6601,134,292,1849
6602,6602,134,689,1226
6603,6603,134,824,877
6604,6604,134,376,189
6605,6605,134,376,94
6606,6606,134,720,481
6607,6607,134,772,330
6608,6608,134,219,311
6609,6609,134,970,2198
6610,6610,134,626,358
6611,6611,134,1993,5631
6612,6612,134,449,689
6613,6613,134,271,849
6614,6614,134,1012,1217
6615,6615,134,1085,2754
6616,6616,134,501,1151
6617,6617,134,824,2716
6618,6618,134,1315,387
6619,6619,134,303,745
6620,6620,134,157,104
6621,6621,134,918,2009
6622,6622,134,209,1132
6623,6623,134,605,707
6624,6624,134,94,311
6625,6625,134,396,707
6626,6626,134,1043,1320
6627,6627,134,407,745
6628,6628,134,1471,1981
6629,6629,134,323,424
6630,6630,134,2076,3622
6631,6631,134,845,1009
6632,6632,134,323,1028
6633,6633,134,407,396
6634,6634,134,125,651
6635,6635,134,188,349
6636,6636,134,1680,660
6637,6637,134,271,75
6638,6638,134,762,1896
6639,6639,134,1012,679
6640,6640,134,459,651
6641,6641,124,595,1726
6642,6642,124,240,849
6643,6643,124,1022,2216
6644,6644,124,1492,2009
6645,6645,124,250,207
6646,6646,124,146,217
6647,6647,124,490,179
6648,6648,124,616,934
6649,6649,124,428,1424
6650,6650,124,929,1368
6651,6651,124,125,1019
6652,6652,124,835,3990
6653,6653,124,689,1170
6654,6654,124,616,1377
6655,6655,124,3735,8083
6656,6656,124,939,2424
6657,6657,124,323,302
6658,6658,124,772,1037
6659,6659,124,1941,2603
6660,6660,124,981,3084
6661,6661,124,647,311
6662,6662,124,104,179
6663,6663,124,490,387
6664,6664,124,1022,415
6665,6665,124,1106,547
6666,6666,124,1033,1556
6667,6667,124,125,443
6668,6668,124,198,226
6669,6669,124,73,226
6670,6670,124,1116,1603
6671,6671,124,636,462
6672,6672,124,605,387
6673,6673,124,1262,2820
6674,6674,124,407,1236
6675,6675,124,365,839
6676,6676,124,1315,1585
6677,6677,124,793,962
6678,6678,124,970,1066
6679,6679,124,136,679
6680,6680,124,209,321
6681,6681,124,407,274
6682,6682,124,563,528
6683,6683,124,470,547
6684,6684,124,344,1415
6685,6685,124,470,415
6686,6686,124,209,566
6687,6687,124,240,424
6688,6688,124,1273,632
6689,6689,124,198,1094
6690,6690,124,741,1066
6691,6691,124,1012,2235
6692,6692,124,1450,1056
6693,6693,124,1701,3518
6694,6694,124,209,217
6695,6695,124,376,217
6696,6696,124,157,1037
6697,6697,124,1200,1566
6698,6698,124,219,1688
6699,6699,124,511,1254
6700,6700,124,146,622
6701,6701,124,595,321
6702,6702,124,501,1585
6703,6703,124,490,566
6704,6704,124,449,538
6705,6705,124,52,226
6706,6706,124,814,47
6707,6707,124,334,745
6708,6708,124,271,1075
6709,6709,124,699,1151
6710,6710,124,271,406
6711,6711,124,157,660
6712,6712,124,501,1009
6713,6713,124,198,641
6714,6714,124,803,1481
6715,6715,124,219,1151
6716,6716,124,720,1368
6717,6717,124,303,566
6718,6718,124,132350,123
6719,6719,124,438,1415
6720,6720,124,1106,839
6721,6721,124,730,1632
6722,6722,124,271,311
6723,6723,124,125,75
6724,6724,124,1398,2471
6725,6725,124,1367,3112
6726,6726,124,313,632
6727,6727,124,1419,1698
6728,6728,124,511,604
6729,6729,124,282,764
6730,6730,124,2076,3367
6731,6731,124,386,1009
6732,6732,124,1805,3320
6733,6733,124,344,839
6734,6734,124,396,1462
6735,6735,124,1638,1896
6736,6736,124,501,990
6737,6737,124,584,858
6738,6738,124,1231,1820
6739,6739,124,323,783
6740,6740,124,543,104
6741,6741,124,261,1075
6742,6742,124,219,160
6743,6743,124,1137,2320
6744,6744,124,657,1669
6745,6745,124,553,123
6746,6746,124,949,1641
6747,6747,124,574,849
6748,6748,124,396,613
6749,6749,124,209,283
6750,6750,124,1231,2971
6751,6751,124,543,2622
6752,6752,124,261,490
6753,6753,124,219,622
6754,6754,124,344,509
6755,6755,124,198,264
6756,6756,124,470,255
6757,6757,124,543,2132
6758,6758,124,1210,792
6759,6759,115,574,622
6760,6760,115,167,151
6761,6761,115,636,1302
6762,6762,115,2358,2367
6763,6763,115,240,207
6764,6764,115,376,1236
6765,6765,115,689,679
6766,6766,115,240,368
6767,6767,115,63,132
6768,6768,115,876,2009
6769,6769,115,115,217
6770,6770,115,313,1452
6771,6771,115,365,28
6772,6772,115,616,1509
6773,6773,115,783,1783
6774,6774,115,511,755
6775,6775,115,647,990
6776,6776,115,2076,3377
6777,6777,115,459,283
6778,6778,115,1002,443
6779,6779,115,814,1000
6780,6780,115,407,538
6781,6781,115,741,1424
6782,6782,115,177,660
6783,6783,115,1054,1226
6784,6784,115,459,198
6785,6785,115,991,1556
6786,6786,115,334,123
6787,6787,115,2212,3329
6788,6788,115,240,773
6789,6789,115,209,849
6790,6790,115,814,1660
6791,6791,115,94,141
6792,6792,115,188,28
6793,6793,115,157,274
6794,6794,115,313,453
6795,6795,115,146,1462
6796,6796,115,42,207
6797,6797,115,31,94
6798,6798,115,52,377
6799,6799,115,584,292
6800,6800,115,574,1302
6801,6801,115,835,811
6802,6802,115,136,1122
6803,6803,115,1690,3377
6804,6804,115,856,1754
6805,6805,115,1169,1934
6806,6806,115,355,274
6807,6807,115,167,113
6808,6808,115,751,575
6809,6809,115,396,424
6810,6810,115,803,981
6811,6811,115,1649,4952
6812,6812,115,209,330
6813,6813,115,396,321
6814,6814,115,303,226
6815,6815,115,908,481
6816,6816,115,480,1254
6817,6817,115,376,575
6818,6818,115,115,123
6819,6819,115,344,792
6820,6820,115,261,368
6821,6821,115,292,330
6822,6822,115,42,66
6823,6823,115,449,198
6824,6824,115,146,340
6825,6825,115,1398,1339
6826,6826,115,31,283
6827,6827,115,157,547
6828,6828,115,1972,2914
6829,6829,115,459,340
6830,6830,115,125,538
6831,6831,115,459,1377
6832,6832,115,167,736
6833,6833,115,1419,5744
6834,6834,115,313,160
6835,6835,115,929,1236
6836,6836,115,2212,2113
6837,6837,115,490,1594
6838,6838,115,271,1075
6839,6839,115,219,160
6840,6840,115,584,604
6841,6841,115,261,245
6842,6842,115,689,1292
6843,6843,115,626,1009
6844,6844,115,52,396
6845,6845,115,396,1188
6846,6846,115,543,764
6847,6847,115,115,170
6848,6848,115,261,179
6849,6849,115,52,538
6850,6850,115,365,1132
6851,6851,115,824,1575
6852,6852,115,292,802
6853,6853,115,167,236
6854,6854,115,1471,1122
6855,6855,115,1638,7942
6856,6856,115,730,321
6857,6857,115,553,566
6858,6858,115,490,1113
6859,6859,115,1262,2037
6860,6860,115,104,151
6861,6861,115,261,1452
6862,6862,115,386,1085
6863,6863,115,407,1132
6864,6864,115,167,538
6865,6865,115,532,292
6866,6866,115,1419,2245
6867,6867,115,21,434
6868,6868,115,605,2858
6869,6869,115,136,57
6870,6870,115,407,651
6871,6871,115,1221,1811
6872,6872,115,741,887
6873,6873,115,929,2292
6874,6874,115,918,1971
6875,6875,105,355,604
6876,6876,105,21,283
6877,6877,105,657,1066
6878,6878,105,636,1396
6879,6879,105,230,236
6880,6880,105,699,1066
6881,6881,105,1127,1386
6882,6882,105,188,160
6883,6883,105,1096,1254
6884,6884,105,104,66
6885,6885,105,845,2037
6886,6886,105,814,802
6887,6887,105,104,311
6888,6888,105,230,179
6889,6889,105,94,821
6890,6890,105,699,509
6891,6891,105,824,1339
6892,6892,105,261,75
6893,6893,105,1638,2056
6894,6894,105,616,547
6895,6895,105,511,764
6896,6896,105,282,292
6897,6897,105,63,292
6898,6898,105,856,707
6899,6899,105,157,160
6900,6900,105,146,245
6901,6901,105,543,358
6902,6902,105,94,481
6903,6903,105,334,113
6904,6904,105,261,811
6905,6905,105,929,2254
6906,6906,105,167,490
6907,6907,105,292,839
6908,6908,105,1586,1377
6909,6909,105,177,207
6910,6910,105,970,1349
6911,6911,105,240,47
6912,6912,105,146,160
6913,6913,105,73,170
6914,6914,105,511,1160
6915,6915,105,250,274
6916,6916,105,209,368
6917,6917,105,1659,2292
6918,6918,105,323,245
6919,6919,105,730,1707
6920,6920,105,157,330
6921,6921,105,250,330
6922,6922,105,709,566
6923,6923,105,209,651
6924,6924,105,459,830
6925,6925,105,709,509
6926,6926,105,323,368
6927,6927,105,334,207
6928,6928,105,292,368
6929,6929,105,104,28
6930,6930,105,1742,1462
6931,6931,105,470,1500
6932,6932,105,146,462
6933,6933,105,887,1188
6934,6934,105,73,887
6935,6935,105,104,453
6936,6936,105,31,66
6937,6937,105,209,123
6938,6938,105,250,811
6939,6939,105,282,811
6940,6940,105,261,255
6941,6941,105,250,57
6942,6942,105,188,85
6943,6943,105,480,396
6944,6944,105,553,962
6945,6945,105,209,274
6946,6946,105,261,1801
6947,6947,105,657,858
6948,6948,105,21,75
6949,6949,105,1043,2877
6950,6950,105,313,217
6951,6951,105,835,3103
6952,6952,105,1169,1858
6953,6953,105,136,236
6954,6954,105,42,179
6955,6955,105,1022,1566
6956,6956,105,1106,1952
6957,6957,105,230,283
6958,6958,105,772,1122
6959,6959,105,83,132
6960,6960,105,365,189
6961,6961,105,83,123
6962,6962,105,271,575
6963,6963,105,783,1481
6964,6964,105,365,481
6965,6965,105,991,2641
6966,6966,105,125,94
6967,6967,105,83,406
6968,6968,105,1262,4386
6969,6969,105,428,57
6970,6970,105,292,547
6971,6971,105,365,462
6972,6972,105,167,330
6973,6973,105,490,377
6974,6974,105,230,651
6975,6975,105,115,283
6976,6976,105,167,198
6977,6977,105,480,660
6978,6978,105,292,28
6979,6979,105,1242,1424
6980,6980,105,386,189
6981,6981,105,198,396
6982,6982,105,1722,1471
6983,6983,105,230,368
6984,6984,105,741,302
6985,6985,105,1607,3094
6986,6986,105,417,340
6987,6987,105,104,207
6988,6988,105,1002,1047
6989,6989,105,1064,2424
6990,6990,105,991,2009
6991,6991,105,271,151
6992,6992,105,250,302
6993,6993,105,1262,3358
6994,6994,105,104,585
6995,6995,105,230,1839
6996,6996,105,678,1698
6997,6997,105,584,226
6998,6998,105,1022,1160
6999,6999,105,146,472
7000,7000,105,167,689
7001,7001,105,240,245
7002,7002,105,762,1056
7003,7003,105,230,264
7004,7004,96,856,340
7005,7005,96,480,1273
7006,7006,96,219,424
7007,7007,96,407,962
7008,7008,96,136,66
7009,7009,96,459,528
7010,7010,96,720,509
7011,7011,96,365,462
7012,7012,96,282,94
7013,7013,96,386,1368
7014,7014,96,240,358
7015,7015,96,261,358
7016,7016,96,219,47
7017,7017,96,981,2848
7018,7018,96,814,632
7019,7019,96,1461,2273
7020,7020,96,657,887
7021,7021,96,42,274
7022,7022,96,282,415
7023,7023,96,157,141
7024,7024,96,125,85
7025,7025,96,1127,896
7026,7026,96,981,887
7027,7027,96,1075,1151
7028,7028,96,616,1198
7029,7029,96,146,264
7030,7030,96,438,1481
7031,7031,96,689,1349
7032,7032,96,438,283
7033,7033,96,292,330
7034,7034,96,115,406
7035,7035,96,198,1009
7036,7036,96,438,934
7037,7037,96,282,462
7038,7038,96,209,292
7039,7039,96,428,717
7040,7040,96,157,349
7041,7041,96,282,75
7042,7042,96,532,500
7043,7043,96,396,255
7044,7044,96,157,924
7045,7045,96,376,340
7046,7046,96,657,726
7047,7047,96,146,47
7048,7048,96,146,500
7049,7049,96,1555,2471
7050,7050,96,1346,1396
7051,7051,96,918,858
7052,7052,96,365,858
7053,7053,96,605,1368
7054,7054,96,511,915
7055,7055,96,188,481
7056,7056,96,1002,632
7057,7057,96,574,424
7058,7058,96,344,528
